packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packsize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSize;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
320871-11;Amlodipine Teva tabl. (deelb.) 100 x 10 mg;https://samviewer.digile.be/nl/sam/ampps/320871-11;https://samviewer.digile.be/nl/sam/ampps/320871-11;Amlodipine Teva 10 mg tabl. 100;Amlodipine Teva tabl. (deelb.) 100x 10mg;2550002;320871-11;320871-11;BEL amlodipine besilate Teva tablet 100 x 10mg/;BEL amlodipine besilate Teva tablet 100 x 10mg/;;;;;100;;100;;100;;;100.0000 {unit};98;https://app.fagg-afmps.be/pharma-status/api/files/62bc58a61e5c015ab3bee6ac?version=10;;;;;1;100;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;100;;;5709;BEL amlodipine besilate Teva tablet 10mg/;;;5709;Amlodipine Teva tabl. (deelb.) 10 mg;;C08CA01;Amlodipine;10221000;tablet;1306;Teva;;Teva;1306;BEL;amlodipine besilate tablet 10mg/;;amlodipine besilate tablet 10mg/;0x166dc3231bc949437b7638d18d00ba60;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine Besilate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;10;mg;;;;100000110655;;;;;;;;;;;;;200;5;mg;O;100;;amlodipine oral 10mg/;1651;amlodipine oraal 10 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine besilate (L1);TBD;amlodipine(GP);69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
320871-05;Amlodipine Teva tabl. (deelb.) 30 x 10 mg;https://samviewer.digile.be/nl/sam/ampps/320871-05;https://samviewer.digile.be/nl/sam/ampps/320871-05;Amlodipine Teva 10 mg tabl. 30;Amlodipine Teva tabl. (deelb.) 30x 10mg;2549996;320871-05;320871-05;BEL amlodipine besilate Teva tablet 30 x 10mg/;BEL amlodipine besilate Teva tablet 30 x 10mg/;;;;;30;;30;;30;;;30.0000 {unit};50;https://app.fagg-afmps.be/pharma-status/api/files/62bc58a61e5c015ab3bee6ac?version=10;;;;;1;30;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;30;;;5709;BEL amlodipine besilate Teva tablet 10mg/;;;5709;Amlodipine Teva tabl. (deelb.) 10 mg;;C08CA01;Amlodipine;10221000;tablet;1306;Teva;;Teva;1306;BEL;amlodipine besilate tablet 10mg/;;amlodipine besilate tablet 10mg/;0x166dc3231bc949437b7638d18d00ba60;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine Besilate;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;10;mg;;;;100000110655;;;;;;;;;;;;;60;5;mg;O;30;;amlodipine oral 10mg/;1651;amlodipine oraal 10 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine besilate (L1);TBD;amlodipine(GP);69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
148303-02;Amlor harde caps. 100 x 10 mg;https://samviewer.digile.be/nl/sam/ampps/148303-02;https://samviewer.digile.be/nl/sam/ampps/148303-02;Amlor 10 mg harde caps. 100;Amlor harde caps. 100x 10mg;1752542;148303-02;148303-02;BEL amlodipine besilate Upjohn capsule, hard 100 x 10mg/;BEL amlodipine besilate Upjohn capsule, hard 100 x 10mg/;;;;;100;;100;;100;;;100.0000 {unit};50;https://app.fagg-afmps.be/pharma-status/api/files/62bc71921e5c015ab3f27986?version=10;;;;;1;100;10210000;capsule, hard;capsule, hard;11;15012000;capsule;15012000;capsule;capsule;;100;;;1372;BEL amlodipine besilate Upjohn capsule, hard 10mg/;;;1372;Amlor harde caps. 10 mg;;C08CA01;Amlodipine;10221000;capsule, hard;1300;Upjohn;;Upjohn;1300;BEL;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;0xa494c2c414986778a18ea1cb7277fdf4;10210000;capsule, hard;capsule, hard;capsule;10210000;capsule, hard;10210000;capsule, hard;15012000;capsule;;capsule;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;10;mg;;;;100000110655;;;;;;;;;;;;;200;5;mg;O;100;;amlodipine oral 10mg/;1651;amlodipine oraal 10 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine besilate (L1);TBD;amlodipine(GP);51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
148303-01;Amlor harde caps. 30 x 10 mg;https://samviewer.digile.be/nl/sam/ampps/148303-01;https://samviewer.digile.be/nl/sam/ampps/148303-01;Amlor 10 mg harde caps. 30;Amlor harde caps. 30x 10mg;1588581;148303-01;148303-01;BEL amlodipine besilate Upjohn capsule, hard 30 x 10mg/;BEL amlodipine besilate Upjohn capsule, hard 30 x 10mg/;;;;;30;;30;;30;;;30.0000 {unit};50 x 5 ml;https://app.fagg-afmps.be/pharma-status/api/files/62bc71921e5c015ab3f27986?version=10;;;;;1;30;10210000;capsule, hard;capsule, hard;11;15012000;capsule;15012000;capsule;capsule;;30;;;1372;BEL amlodipine besilate Upjohn capsule, hard 10mg/;;;1372;Amlor harde caps. 10 mg;;C08CA01;Amlodipine;10221000;capsule, hard;1300;Upjohn;;Upjohn;1300;BEL;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;0xa494c2c414986778a18ea1cb7277fdf4;10210000;capsule, hard;capsule, hard;capsule;10210000;capsule, hard;10210000;capsule, hard;15012000;capsule;;capsule;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;10;mg;;;;100000110655;;;;;;;;;;;;;60;5;mg;O;30;;amlodipine oral 10mg/;1651;amlodipine oraal 10 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine besilate (L1);TBD;amlodipine(GP);51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
148303-08;Amlor harde caps. 30 x 10 mg (UD);https://samviewer.digile.be/nl/sam/ampps/148303-08;https://samviewer.digile.be/nl/sam/ampps/148303-08;Amlor 10 mg harde caps. 30 (30 x 1) UD;Amlor harde caps. 30x 10mg (UD);1678754;148303-08;148303-08;BEL amlodipine besilate Upjohn capsule, hard 30 x 10mg/;BEL amlodipine besilate Upjohn capsule, hard 30 x 10mg/;;;;;30;;30;;30 (30 x 1);;30;1.0000 {unit};50;https://app.fagg-afmps.be/pharma-status/api/files/62bc71921e5c015ab3f27986?version=10;;;;;1;30;10210000;capsule, hard;capsule, hard;11;15012000;capsule;15012000;capsule;capsule;;30;;;1372;BEL amlodipine besilate Upjohn capsule, hard 10mg/;;;1372;Amlor harde caps. 10 mg;;C08CA01;Amlodipine;10221000;capsule, hard;1300;Upjohn;;Upjohn;1300;BEL;amlodipine besilate capsule, hard 10mg/;;amlodipine besilate capsule, hard 10mg/;0xa494c2c414986778a18ea1cb7277fdf4;10210000;capsule, hard;capsule, hard;capsule;10210000;capsule, hard;10210000;capsule, hard;15012000;capsule;;capsule;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;10.0000 mg;Amlodipine;10.0000 mg;1.0000 1;10;mg;2;;;;10;mg;;;;;;;;10;mg;;;;100000110655;;;;;;;;;;;;;60;5;mg;O;30;;amlodipine oral 10mg/;1651;amlodipine oraal 10 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 10mg/;;;3YJL6M9Z0H;amlodipine besilate (L1);TBD;amlodipine(GP);51;capsule;19;swallowing;31;oral;47;conventional;;51;19;31;47;;A;sys
534933-02;Amlodipin AB tabl. 28 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/534933-02;https://samviewer.digile.be/nl/sam/ampps/534933-02;Amlodipin AB 5 mg tabl. 28;Amlodipin AB tabl. 28x 5mg;4219812;534933-02;534933-02;BEL amlodipine besilate Aurobindo tablet 28 x 5mg/;BEL amlodipine besilate Aurobindo tablet 28 x 5mg/;;;;;28;;28;;28;;;28.0000 {unit};NULL;https://app.fagg-afmps.be/pharma-status/api/files/62bc52491e5c015ab3b0d812?version=3;;;;;1;28;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;28;;;13155;BEL amlodipine besilate Aurobindo tablet 5mg/;;;13155;Amlodipin AB tabl. 5 mg;;C08CA01;Amlodipine;10221000;tablet;1311;Aurobindo;;Aurobindo;1311;BEL;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;0x741de47f3a249111fe571cbb5844d6c1;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine Besilate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;28;5;mg;O;28;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate (L1);TBD;amlodipine(GP);69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
534933-06;Amlodipin AB tabl. 98 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/534933-06;https://samviewer.digile.be/nl/sam/ampps/534933-06;Amlodipin AB 5 mg tabl. 98;Amlodipin AB tabl. 98x 5mg;4219820;534933-06;534933-06;BEL amlodipine besilate Aurobindo tablet 98 x 5mg/;BEL amlodipine besilate Aurobindo tablet 98 x 5mg/;;;;;98;;98;;98;;;98.0000 {unit};NULL;https://app.fagg-afmps.be/pharma-status/api/files/62bc52491e5c015ab3b0d812?version=3;;;;;1;98;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;98;;;13155;BEL amlodipine besilate Aurobindo tablet 5mg/;;;13155;Amlodipin AB tabl. 5 mg;;C08CA01;Amlodipine;10221000;tablet;1311;Aurobindo;;Aurobindo;1311;BEL;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;0x741de47f3a249111fe571cbb5844d6c1;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine Besilate;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;98;5;mg;O;98;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate (L1);TBD;amlodipine(GP);69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
292205-09;Amlodipin Sandoz tabl. (deelb.) Besilaat 100 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/292205-09;https://samviewer.digile.be/nl/sam/ampps/292205-09;Amlodipin Besilaat Sandoz 5 mg tabl. 100;Amlodipin Sandoz tabl. (deelb.) Besilaat 100x 5mg;2399640;292205-09;292205-09;BEL amlodipine besilate Sandoz tablet 100 x 5mg/;BEL amlodipine besilate Sandoz tablet 100 x 5mg/;;;;;100;;100;;100;;;100.0000 {unit};NULL;https://app.fagg-afmps.be/pharma-status/api/files/62bc6db01e5c015ab3eba21d?version=7;;;;;1;100;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;100;;;5015;BEL amlodipine besilate Sandoz tablet 5mg/;;;5015;Amlodipin Sandoz tabl. (deelb.) Besilaat 5 mg;;C08CA01;Amlodipine;10221000;tablet;1316;Sandoz;;Sandoz;1316;BEL;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;0x741de47f3a249111fe571cbb5844d6c1;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;100;5;mg;O;100;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
292223-05;Amlodipin Sandoz tabl. (deelb.) Besilaat 100 x 5 mg (UD);https://samviewer.digile.be/nl/sam/ampps/292223-05;https://samviewer.digile.be/nl/sam/ampps/292223-05;Amlodipin Besilaat Sandoz 5 mg tabl. 100;Amlodipin Sandoz tabl. (deelb.) Besilaat 100x 5mg (UD);3271632;292223-05;292223-05;BEL amlodipine besilate Sandoz tablet 100 x 5mg/;BEL amlodipine besilate Sandoz tablet 100 x 5mg/;;;;;100;;100;;100;;;100.0000 {unit};4;https://app.fagg-afmps.be/pharma-status/api/files/62bc6db01e5c015ab3eba21d?version=7;;;;;1;100;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;100;;;5015;BEL amlodipine besilate Sandoz tablet 5mg/;;;5015;Amlodipin Sandoz tabl. (deelb.) Besilaat 5 mg;;C08CA01;Amlodipine;10221000;tablet;1316;Sandoz;;Sandoz;1316;BEL;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;0x741de47f3a249111fe571cbb5844d6c1;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;100;5;mg;O;100;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
292205-05;Amlodipin Sandoz tabl. (deelb.) Besilaat 30 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/292205-05;https://samviewer.digile.be/nl/sam/ampps/292205-05;Amlodipin Besilaat Sandoz 5 mg tabl. 30;Amlodipin Sandoz tabl. (deelb.) Besilaat 30x 5mg;2399582;292205-05;292205-05;BEL amlodipine besilate Sandoz tablet 30 x 5mg/;BEL amlodipine besilate Sandoz tablet 30 x 5mg/;;;;;30;;30;;30;;;30.0000 {unit};10;https://app.fagg-afmps.be/pharma-status/api/files/62bc6db01e5c015ab3eba21d?version=7;;;;;1;30;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;30;;;5015;BEL amlodipine besilate Sandoz tablet 5mg/;;;5015;Amlodipin Sandoz tabl. (deelb.) Besilaat 5 mg;;C08CA01;Amlodipine;10221000;tablet;1316;Sandoz;;Sandoz;1316;BEL;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;0x741de47f3a249111fe571cbb5844d6c1;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;30;5;mg;O;30;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
292205-08;Amlodipin Sandoz tabl. (deelb.) Besilaat 60 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/292205-08;https://samviewer.digile.be/nl/sam/ampps/292205-08;Amlodipin Besilaat Sandoz 5 mg tabl. 60;Amlodipin Sandoz tabl. (deelb.) Besilaat 60x 5mg;2399590;292205-08;292205-08;BEL amlodipine besilate Sandoz tablet 60 x 5mg/;BEL amlodipine besilate Sandoz tablet 60 x 5mg/;;;;;60;;60;;60;;;60.0000 {unit};10;https://app.fagg-afmps.be/pharma-status/api/files/62bc6db01e5c015ab3eba21d?version=7;;;;;1;60;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;60;;;5015;BEL amlodipine besilate Sandoz tablet 5mg/;;;5015;Amlodipin Sandoz tabl. (deelb.) Besilaat 5 mg;;C08CA01;Amlodipine;10221000;tablet;1316;Sandoz;;Sandoz;1316;BEL;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;0x741de47f3a249111fe571cbb5844d6c1;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;60;5;mg;O;60;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
291541-06;Amlodipine EG tabl. Besilate 28 x 5 mg;https://samviewer.digile.be/nl/sam/ampps/291541-06;https://samviewer.digile.be/nl/sam/ampps/291541-06;Amlodipine Besilate EG 5 mg tabl. 28;Amlodipine EG tabl. Besilate 28x 5mg;2430361;291541-06;291541-06;BEL amlodipine besilate EG tablet 28 x 5mg/;BEL amlodipine besilate EG tablet 28 x 5mg/;;;;;28;;28;;28;;;28.0000 {unit};10;https://app.fagg-afmps.be/pharma-status/api/files/62bc6dc41e5c015ab3ebd468?version=7;;;;;1;28;10219000;tablet;tablet;313;15054000;tablet;15054000;tablet;tablet;;28;;;4990;BEL amlodipine besilate EG tablet 5mg/;;;4990;Amlodipine EG tabl. Besilate 5 mg;;C08CA01;Amlodipine;10221000;tablet;1312;EG;;EG;1312;BEL;amlodipine besilate tablet 5mg/;;amlodipine besilate tablet 5mg/;0x741de47f3a249111fe571cbb5844d6c1;10219000;tablet;tablet;tablet;10219000;tablet;10219000;tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090079;PAI;100000090079;amlodipine besilate;moiety;100000085259;amlodipine;Amlodipine Besilate;13.8880 mg;amlodipine besilaat;amlodipine;besilaat;;;;;;;Amlodipine;5.0000 mg;Amlodipine;5.0000 mg;1.0000 1;5;mg;2;;;;5;mg;;;;;;;;5;mg;;;;100000110655;;;;;;;;;;;;;28;5;mg;O;28;;amlodipine oral 5mg/;1701;amlodipine oraal 5 mg;TBD;amlodipine[GS];TBD;amlodipine besilate[L1];TBD;amlodipine[VTM];TBD;oral Solid Dose Form;TBD;oral;amlodipine oral 5mg/;;;3YJL6M9Z0H;amlodipine besilate[L1];TBD;amlodipine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
